a,b,alpha,beta
-15.122123472605367,5.52191048404755,-16.01514783673295,0.0992560653565791
-24.92561069255097,5.728740263491474,-16.472089966363317,0.1028919140890847
-55.74473196922076,7.602539523152194,-12.853585627006629,0.07495186200379948
-57.81900373834779,7.535852581452638,-13.200666018983327,0.07772404830156994
-0.7029124850004469,4.7940021367497305,-15.15841440878551,0.09230039890049099
-52.85782208129304,7.121133051543254,-12.214461731859124,0.06951796407124089
-49.42906189851236,7.1079084986677135,-12.241863079902213,0.07023541210719686
-40.84107277226447,6.934863030620179,-13.616446506733228,0.08033368004030673
-36.21673529572369,6.697733473573628,-13.691324960724957,0.0811461286154127
-14.923257208699326,5.433402074797892,-13.70539525509016,0.08147049351727294
-68.40610310973067,7.7692712756688955,-13.410685832025678,0.07917586963264034
6.395089261882564,4.549607124707941,-14.62079686584279,0.08881670962119662
-1.3652385516707402,5.326127518299354,-13.796678759129358,0.08170831844242508
-56.95398180218554,7.748805309946602,-13.238690106489356,0.07720972045086844
-46.18165089109382,7.508603283877002,-13.090697492252106,0.07659413289526658
-39.21165505196105,6.617005862382038,-13.522368165809182,0.0798840129087995
-35.27306278839455,6.588868998439803,-14.628111473065236,0.08864440242331581
-46.9587555019715,6.926770246126061,-12.709623761663497,0.07366844931903775
-54.4545583238051,7.048486516515842,-12.36223335866617,0.0710145318909341
-53.64830806110261,6.927229207409565,-12.191669730842644,0.06955334299090173
-46.636410748997214,6.832224194439966,-14.003468998508897,0.08363616901116441
30.04453188177565,3.9832061084332704,-14.195075599467337,0.08526150031211234
-44.154170621311245,6.852916601449469,-12.63595070468553,0.07292887559113188
-32.46500574306032,6.235960849916002,-12.6919687341095,0.07332880475958589
-31.65324964010933,6.306515374704174,-12.593002266100706,0.07273650384090453
-29.862848811476262,6.186049504030451,-12.46093438632157,0.07165287512240928
-20.6810354422789,6.065380690815384,-12.556729228820142,0.0730136809528982
-27.549247677410182,6.064388872987817,-12.883556300686891,0.07466894848580834
-2.3713755104060454,5.1593714103821195,-13.21647021513802,0.07706115283660253
17.845083306773393,4.538690767860731,-14.354488221545504,0.08604506488189481
-28.381028808147672,6.162925460311191,-14.37353658335374,0.08654025285706693
-13.279249336318339,5.230568048620367,-14.267050169633983,0.08562877766300417
-16.172088841983733,5.402757392220275,-14.147125930879131,0.08488986537989414
-6.710107400632217,5.03145836890429,-14.523608379528612,0.0874466647954214
-5.111365924286477,4.866611251381343,-14.569888597926067,0.08821344243195575
-48.391395596431046,7.333629233420809,-13.642487188882342,0.08072414175276516
-54.72146263044928,6.744453134844247,-13.598813079288817,0.08043354554920516
-18.986557933730836,5.95817772902285,-13.550634453447538,0.08009683515499799
-6.45232232921335,5.470952792060047,-13.592465365655892,0.08044677182798832
3.1160346720632823,5.197966327609846,-13.646362381771821,0.08082646497102793
-17.003077748493187,5.763808401711221,-13.747942781607959,0.08189517991549985
-45.42169004037876,6.632339629341852,-13.068108964121642,0.07622573843582248
-49.103469850693784,6.736489127845667,-13.04499940881559,0.07610244796517725
-24.2665429911647,6.072618118738641,-14.548014486140785,0.08787750994234188
-46.37299013583681,7.0206187925223125,-13.432466773409143,0.07900341064125395
-16.473085102636013,5.6486000871525555,-13.623020734270812,0.08082166396836156
-29.599054809969346,6.155481164203526,-11.679998493332773,0.06572504401744997
-45.80263019748958,6.833638610332515,-12.668231262526133,0.07316339946251564
-48.68094847821369,7.155203596480767,-13.210485377982225,0.07765972965588716
-0.03279060398593411,5.303897112248583,-12.639421420679769,0.07347173454284704
26.06600278941321,4.015622377954132,-14.328739200344753,0.08592704260600388
-81.96993467379808,8.064716226717083,-13.645413415349948,0.08038933161449086
-0.43415337940368504,4.7145381798443795,-13.779673498247039,0.08245060620595202
-18.812859416581297,5.600632139906326,-13.437116559662305,0.07892713388348532
1.0876515331959538,4.720220689657957,-13.353922985879498,0.07895330114422353
-7.090225122474217,5.1174961607044045,-13.30759931666063,0.07844106779348957
-10.098553723313557,5.170640204693914,-13.86573747286674,0.08276726858808237
-56.32339697393425,7.529999899833267,-15.340187255571415,0.09423377379772666
-66.96534992461919,7.45637626191654,-13.850896300837283,0.0824064789105897
-52.7481376948219,7.0544251622284095,-14.06290440812528,0.0841905459120947
-68.80101625360156,8.003572027614974,-14.026435759908324,0.08397682578938832
-15.354593032263617,5.588932986357035,-13.999916873369925,0.08376179950966318
-26.184572292533264,6.05674270088988,-13.708051453053448,0.08149818860056081
-23.133820270537523,5.870662634258157,-13.325006975416228,0.07857855674759785
-64.71151339070153,7.566585041935346,-12.768480814462885,0.0742867200928122
-15.960369218871834,5.529004624493136,-15.12541743291514,0.09207051587015463
-11.630908526471499,5.561349662178215,-15.149262650792515,0.09248974111541608
-88.85870382809283,8.506770029872712,-12.41926240637803,0.07144362226045921
-3.158341482419016,4.955250414650276,-13.688547220469111,0.08103494689300053
-7.931388069163601,5.0972543618844846,-13.867552943075951,0.0828374435534793
-25.315201767819048,5.99741646935522,-14.015790071030166,0.08404470699958476
-27.377671082789572,6.115026023327425,-13.965658189005678,0.08360812201033178
-27.10454830933121,6.153730067333585,-13.95747217322395,0.08351965546262498
-12.127188793203256,5.800733167171663,-14.576925437535074,0.08830925041095963
-33.449503848380715,6.033369113330478,-13.16202915560084,0.07699307201033766
-38.46921542417896,6.217141563481079,-13.32628838886521,0.07846581043503233
-25.075477719939453,5.811153464555068,-12.893219613182895,0.07516132673858586
-18.781712973090517,5.34084072642239,-12.529022853988195,0.07214929409882853
-45.04121817425905,6.823333318260308,-13.84661436383159,0.08257089087785277
-38.95871071612485,6.642436620160561,-13.776324212008161,0.08178304877689117
-45.85768531058014,6.986911324498557,-13.880160472329054,0.0827607221815466
-9.12449656268369,5.301131836175843,-15.173495127858867,0.09239259853361255
-43.35750370525575,6.174130242566178,-14.19348320945206,0.0848373065875439
-37.261997384561305,6.165765957545026,-14.35255887044662,0.08658592932543692
-44.59556568950106,7.170044175865151,-14.659634967625744,0.08866882312619821
-27.99903443753655,6.2076395717173,-14.554384408601106,0.08785188647228571
-33.86845119686606,6.515167418293437,-13.935024610267638,0.08322027496405773
-30.088917861062416,6.54457424790149,-14.412836005429977,0.08681654201055507
-48.2146880221103,6.748256724741613,-14.913777897497765,0.09081482111853613
-34.05322592384392,6.25253190202209,-12.604274650290844,0.07281280411089167
-48.16335436800612,6.799812889509128,-13.00123551337379,0.076163378442681
-41.294378633966886,6.686351611644724,-13.868274632684134,0.08265741427543606
-25.381156744933435,5.968529759941572,-13.055996897801403,0.07631978132131577
1.832908635166196,4.837018712745065,-14.498386167353601,0.08763917889930647
16.316028106800683,4.157246192153399,-14.69052084096847,0.08893376357752587
-73.25312680638113,7.8222277033244,-12.982236581926962,0.07596910093927674
-49.47898205150738,7.094381235464628,-13.169660012162394,0.0771718560357102
-45.90471106507867,6.766380123321224,-14.769779118000898,0.08960756069247142
-60.69825372295945,7.51423203970159,-14.926526673595687,0.09097121882700893
-65.01130127608975,7.5977327971268345,-13.075054990789168,0.07625075143201326
-6.975895754037291,5.35220696058728,-12.791694131774978,0.07433806230293978
-40.07450860398373,6.849243913804373,-14.906318491191895,0.09038808680719093
29.70054550517436,3.8265020626588995,-13.609454800266468,0.08013551452701446
24.54638198278518,4.108105934170483,-13.30662418533102,0.07824486219386909
-10.890537274122032,5.233632411793206,-14.453035607163457,0.08711126801088234
-1.9840408181417513,4.807669592958151,-14.815797136103084,0.09001695315298046
-17.328960565847012,5.6488663036074325,-13.830092519482427,0.08244320490187107
-25.198627283542596,5.945243651374496,-12.547331497758773,0.0724639358911573
-10.35944476324079,5.2803974357843515,-13.561651476363219,0.08027426903738138
-39.50903857229739,6.774757287448507,-13.275050744102009,0.07804161070064215
-8.439328591628435,5.279390868881479,-14.243604287489326,0.08552394647790162
-33.739059958737975,6.245393313101289,-13.87077769581172,0.08253637243572683
-68.52465580138526,7.763859693068943,-13.296826499634431,0.07784342241725921
-13.398270774419522,4.914615910864,-14.343892989623019,0.08629510991565251
-66.55606099001237,7.591748099242714,-13.50650295345519,0.07977811279150715
-29.02791154341721,6.023749729857494,-13.037184673320862,0.07633662747065294
2.1326092941717256,5.204282318155547,-13.773167608142789,0.0819234921366529
-42.82903438727875,6.730581682169358,-13.494622316042003,0.07963906081487539
-31.644103223683025,6.256172593573658,-14.448628047870933,0.0870662104043127
-35.41309465817552,6.469720553099484,-14.401684421812824,0.08687264669196187
-43.70827647777973,6.680438173362329,-13.71216383303847,0.08182888212088353
-52.80888619265914,7.04199735102027,-13.677798901710716,0.08139894411981506
-50.59957206413787,7.002454633340492,-13.440563577359415,0.07944658700544138
-37.48764116431273,6.397965400204949,-15.180969200856273,0.0927866460845365
-42.60561008905212,6.83687230298659,-15.151625931861314,0.09257874794144004
33.58134615163031,3.802725912149071,-13.364937921215011,0.0786502264206003
-3.5211882989573287,5.20067348260584,-13.745065865279,0.0816765725698269
13.808023189345237,4.571293889295447,-13.287550752076724,0.07808473191002813
-46.42352900186099,6.997602252007467,-15.204338837651083,0.092791027260598
8.07781296977769,4.401710144949819,-13.973143197297897,0.08325131912592548
8.825147153148068,4.459351941740502,-14.117323571538398,0.08476323886994735
4.154845933030336,4.629043753625845,-13.955831806147794,0.08340202193534159
-15.515726820945314,5.710985951397208,-13.56913102935183,0.08022368881935622
41.50163412848962,2.939299964911509,-14.377531893924159,0.08651144520506787
26.010065955518023,4.020944075632889,-14.228668359333533,0.08566897161789827
-50.006142332850935,7.432338490351832,-13.619319105164378,0.08059100067118034
49.99995308546971,3.7102731212925573,-14.949854619953005,0.09108917576861454
56.58418020354221,3.0495342797378786,-14.748015216089705,0.08938500974023905
33.69278606919524,3.948966767561431,-14.147105466439328,0.08461759092409149
-24.4257886059885,5.915143205380456,-13.422777787154429,0.07900145066071547
-21.33104608243631,5.57192618300463,-12.619552082660203,0.07325474976315342
-3.090106280352593,4.998048757713199,-11.796795596498388,0.06675835141995294
-84.25498091182558,8.267909019303604,-13.259164134207438,0.07679615320632029
-83.5826823118269,8.268736708646658,-13.238479694995744,0.07838180607697649
4.74143805814437,4.899914467795358,-14.241246922111145,0.08547604086251971
-58.154573067376404,7.154293023723287,-12.786541995205205,0.0742542089881747
-25.357832532630884,5.851751325690445,-12.486239410537262,0.071744281619345
-5.046105216130169,5.347428184290074,-13.492725046548383,0.07981769533635033
0.34710164257827086,4.91260485858411,-13.642291376337768,0.081060215541564
-34.68198405140531,6.470639792053048,-13.51242665358092,0.07959954019624814
-29.346542227379725,6.354822617053473,-13.39546486595748,0.07901949266361305
-34.190279034073335,6.149328685289079,-14.072861551834164,0.08442314889965363
14.656394030220874,4.26317243375375,-15.518810641714511,0.09529489947535776
-28.29443849280596,6.271613013591872,-14.638059438088451,0.08866748683717092
-30.003169420069295,6.022066723699414,-12.48779835930902,0.07166274427876537
-63.994178392855815,7.750576192507579,-13.576974748988922,0.0804313679340888
11.78692818643105,4.632680070349956,-13.300607973000353,0.07826442303905225
-12.383332836661964,5.165169527159103,-13.566365996007393,0.08021518185445105
-39.8038362986952,6.634852959394337,-14.4507986403294,0.08713503341500088
-9.759510733080731,5.344475471899231,-12.551078416888688,0.07225547601069097
-11.056913236061218,5.321653485143097,-12.900180768531488,0.07503035992490552
12.516117348357339,4.514369618609809,-13.62190084271974,0.08079488484300677
-3.502353974553417,4.84845387154776,-13.40167548660821,0.07940339988091048
-27.759742391272695,5.8685625078325545,-13.533992539777435,0.07982359289503639
-26.132720963883145,5.868118830871685,-13.53585691519741,0.0800901895515653
-40.83169758795144,6.693532425139688,-13.018738072624421,0.07588536357501444
-27.922246746320184,6.029689442266352,-14.551620788690169,0.08809085472533527
30.538923204514052,3.713072874921786,-13.764387101373297,0.08166376201351185
33.32653724779405,3.5721756491553007,-13.70966705479311,0.08119956592525018
49.58624734064579,3.073567259851848,-13.642222483993548,0.08115495256633586
-7.896830616712021,5.540516063471716,-13.295568727360983,0.07749096946382453
-1.0443912128778,5.467397052168447,-13.099158415311564,0.07675498621132328
-9.523886895861002,5.744993670637412,-13.579896434459055,0.08026024896186586
-31.7723948167718,6.2748287572164205,-14.084070545641278,0.0843089632705357
-11.856456298003799,5.469709947807306,-14.212356450116442,0.0852585689284546
13.040411887518829,4.439896971714046,-14.102451133698226,0.08471537520431338
-59.919480883293275,7.457298862386597,-13.206541768929734,0.07716436338700357
-17.78896807795838,6.082960076303272,-13.936714058067297,0.08312419007576692
-21.66883025955379,6.15794946257931,-14.28688236613774,0.08587205173776231
-1.5259204031025484,5.026412091702577,-14.637656431242968,0.08847659396377712
