compute,metr_median,metr_p05,metr_p25,metr_p75,metr_p95,lucr_median,lucr_p05,lucr_p95
7.390722033525776e+26,0.06889935178185363,0.027357957572606267,0.0480494576677736,0.09862190505983115,0.17933631997811558,0.031462752745998905,0.009756954256466485,0.08408568544389743
8.111308307896889e+26,0.07025290175808017,0.027819537822018806,0.04886036317959023,0.10058768513968487,0.18281247399277353,0.03203004466224754,0.009900407995845304,0.0853492925234019
8.902150854450356e+26,0.07158633447724307,0.028241706883350193,0.049720904619417174,0.10260927312816612,0.18619479988869028,0.03256192179242853,0.010044687689453585,0.08661441842014668
9.770099572992246e+26,0.07289176865844105,0.028650543031484788,0.05059803998624536,0.10460848545316404,0.18974391602993343,0.03313509214985028,0.01017756565058234,0.08800748593235962
1.0722672220103254e+27,0.07429877397740044,0.029079517616455247,0.05147736563349146,0.10669635306995359,0.19323854343670027,0.03370228040197307,0.010326466733009926,0.08942163891105921
1.1768119524350039e+27,0.07565002346933879,0.029533982578700817,0.052368395427146476,0.10872290440231684,0.19720112876849114,0.034291227045782996,0.01047551934284326,0.09090484883144176
1.2915496650148826e+27,0.07700544057675567,0.02999495253128554,0.053244314067136075,0.11082977358098027,0.20070234120656594,0.03485629661378989,0.010617743498383698,0.09235259346839621
1.4174741629268076e+27,0.07843699650761844,0.030466708595527924,0.05415670941902678,0.11304155478584203,0.20454208320595166,0.035444614870692365,0.010775554298118065,0.09384855616391449
1.5556761439304658e+27,0.07992084338106352,0.03093429077723607,0.05506385651274751,0.11534339430390658,0.2083841712724543,0.036044303286030054,0.010932326165219615,0.09522014194045851
1.7073526474706887e+27,0.08145321414048957,0.031454024399214055,0.056039688060960186,0.11763565333845677,0.21254034186706827,0.03667409920242747,0.011088337330318894,0.09664139102749923
1.8738174228603868e+27,0.08294743961428909,0.03189989613159904,0.05696900313628797,0.11995851139893136,0.21639659189145452,0.037285824141395335,0.011246422832371194,0.09812206274622337
2.05651230834866e+27,0.0844767224672092,0.03240998757389899,0.05796814465752427,0.12232012820893667,0.22023116878427013,0.037922736878477,0.011405718020720254,0.09958946588444048
2.2570197196339168e+27,0.08607665265789069,0.03288793468901211,0.058972087218207084,0.12477183146632251,0.2241652024550868,0.03853535778203546,0.011561857866463101,0.10092026068751554
2.477076355991714e+27,0.08764101033628911,0.03337215575939534,0.059976753098064585,0.1271477703363185,0.22797667527078117,0.03916828836432743,0.011724633298081603,0.1023431879452946
2.718588242732951e+27,0.08926194197559102,0.03384889947128011,0.06100922168708938,0.12967106420697144,0.2319477309995601,0.039812084423126684,0.01188056659644594,0.1038786775654077
2.9836472402833343e+27,0.09090609815633273,0.03431402915878981,0.06203306013919476,0.13212961152963254,0.23630613644895118,0.040454031318294024,0.012050304607100335,0.10533574512381959
3.274549162877732e+27,0.09258112198410298,0.03488754365940719,0.06309269400504298,0.13471089923665105,0.24040227091058428,0.04114598898072783,0.012233035117909836,0.10667130245289874
3.5938136638046404e+27,0.09425164053807093,0.035398796604623514,0.06420141324674562,0.13737078202181854,0.2443927587142464,0.04184574579769138,0.012412896318432873,0.10800008116040032
3.944206059437648e+27,0.0960307592727646,0.03590454313604934,0.06538261669046992,0.13998460719144326,0.2486725094649592,0.04254746114257125,0.012584973147715253,0.10944191356138706
4.3287612810830617e+27,0.09776446349769942,0.0364905817861328,0.06646882243023239,0.14270484915136522,0.25284544734235304,0.04326089183480173,0.012748683438147392,0.11075487609282135
4.7508101621028127e+27,0.09954453383714922,0.03700820393213391,0.06765976088757368,0.1454175872083289,0.2575225270652921,0.04398731765705396,0.012911524147078019,0.11226144249725778
5.214008287999673e+27,0.1014361549105563,0.03755573286491752,0.06884588168350549,0.14813296655181898,0.2617192552720925,0.04471289714055342,0.013060945452763949,0.1136154352945168
5.72236765935022e+27,0.1032669056198048,0.038115575076442594,0.06997515698004639,0.15081511803400674,0.26614093236694536,0.04544402405301817,0.013238091411906953,0.11498625602195761
6.280291441834272e+27,0.10520923498007605,0.03870103055184042,0.07115797823229213,0.15373638105897214,0.27049953872714355,0.046180951404668276,0.013418706861097134,0.11629965132746999
6.89261210434968e+27,0.10709836995097384,0.039261455804372396,0.07236240856530989,0.1566574938164208,0.27459831990526534,0.04691406773835276,0.013598984784101128,0.11772096160544263
7.564633275546291e+27,0.10903185586874709,0.03983209806010438,0.07356358456083281,0.1595184350897977,0.27947974368992934,0.04764671833314635,0.013821775483617085,0.11920632592647458
8.302175681319769e+27,0.11106086719206877,0.04041329458592613,0.07476167075839905,0.16247063923221078,0.2839795784682814,0.048366017619017605,0.014003712326549858,0.12070621778524716
9.111627561154868e+27,0.11310695004970876,0.04100862610004845,0.07598437007086997,0.16545798874895587,0.2891744872883517,0.04911753349404863,0.014187405594523332,0.12233748584884442
1e+28,0.11515663891083253,0.04157715420937348,0.07723268505610507,0.16849428587590512,0.2940518223680821,0.049882353729155844,0.014359732917748166,0.1237727136146719
