date,capability_index
2019-02-01,0.0
2020-05-01,0.02024706636465644
2022-03-01,0.0
2023-03-01,0.02131294224555471
2023-11-01,0.030707461272482785
2024-01-01,0.01781749446979859
2024-03-01,0.015533473888710733
2024-04-01,0.015196335318305521
2024-05-01,0.039226089796147695
2024-06-01,0.028883934887864733
2024-09-01,0.05813531515900827
2024-10-01,0.05434051804406702
2024-12-01,0.047719954761631926
2025-02-01,0.06790327766858809
